CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLDUR5827,POZO PANUCO DE CORONADO,PACIFICO NORTE,DURANGO,PANUCO DE CORONADO,SAN JUAN DEL RIO,POZO,"-104,322065","24,537455",2021,,,784,Permisible para riego,"501,76","594,4",Cultivos sensibles,Potable - Dulce,,,,,,,"6,686034",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR5834,POZO 5 GUADALUPE VICTORIA,PACIFICO NORTE,DURANGO,GUADALUPE VICTORIA,MADERO-VICTORIA,POZO,"-104,114900","24,433840",2021,,,384,Buena para riego,"245,76","291,4",Excelente para riego,Potable - Dulce,,,,,,,"1,49832",Potable - Excelente,"0,028",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR5835,POZO 12 GUADALUPE VICTORIA,PACIFICO NORTE,DURANGO,GUADALUPE VICTORIA,MADERO-VICTORIA,POZO,"-104,113900","24,449500",2021,,,325,Buena para riego,208,"253,4",Excelente para riego,Potable - Dulce,,,,,,,"2,920457",Potable - Excelente,"0,0245",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR5840,POZO JUAN ALDAMA,PACIFICO NORTE,DURANGO,GUADALUPE VICTORIA,MADERO-VICTORIA,POZO,"-104,150520","24,466720",2021,,,324,Buena para riego,"207,36","245,6",Excelente para riego,Potable - Dulce,,,,,,,"1,154196",Potable - Excelente,"0,0269",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0026",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR5844,POZO 5 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,"-103,709028","24,873194",2021,,,766,Permisible para riego,"490,24","441,8",Excelente para riego,Potable - Dulce,,,,,,,"0,439267",Potable - Excelente,"0,0909",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0028",Potable - Excelente,"0,03",Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR5845,POZO CUATILLOS,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,"-103,769070","25,096600",2021,,,2327,Dudosa para riego,"1489,28","1817,6",Cultivos con manejo especial,Ligeramente salobres,,,,,,,"48,885724",No apta como FAAP,"0,0825",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"CONDUC,AS,NO3,",ND,NO,SI,SI,ND,ND,ND,NO,NO,SI,SI,SI,SI,SI,SI
DLDUR637,POZO COLINAS,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN DIMAS,TEPEHUANES-SANTIAGO,POZO,"-105,443190","25,046510",2021,"306,525",Alta,774,Permisible para riego,"495,36","502,4",Cultivos sensibles,Potable - Dulce,"7,3035",Alta,"61,8388",Potable - Moderadamente suave,134,Buena calidad,"0,108054",Potable - Excelente,"0,023",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0018",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR643,POZO LA HUERTA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,"-105,420390","25,037960",2021,"128,26",Media,566,Buena para riego,"362,24","172,6",Excelente para riego,Potable - Dulce,"0,99",Potable - Optima,"75,8024",Potable - Moderadamente suave,10,Buena calidad,"0,393614",Potable - Excelente,"0,0229",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR644,POZO LAS TURBINAS,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,"-105,414070","25,031660",2021,"204,015",Alta,421,Buena para riego,"269,44",224,Excelente para riego,Potable - Dulce,"0,6476",Media,"33,9116",Potable - Suave,<1.1,Potable - Excelente,"2,216101",Potable - Excelente,"0,0173",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0018",Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR647,POZO LA ESTANCIA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,"-105,424730","25,091010",2021,"426,12",Indeseable como FAAP,798,Permisible para riego,"510,72","555,2",Cultivos sensibles,Potable - Dulce,"2,5749",Alta,"63,8336",Potable - Moderadamente suave,121,Buena calidad,"4,299178",Potable - Excelente,"0,1263",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"ALC,FLUO,AS,",NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR650,POZO 2 LOS HERRERA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,"-105,506080","25,165480",2021,"148,4",Media,334,Buena para riego,"213,76","209,2",Excelente para riego,Potable - Dulce,"1,3551",Potable - Optima,"27,9272",Potable - Suave,<1.1,Potable - Excelente,"0,735817",Potable - Excelente,"0,0753",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR657,POZO 3 TEPEHUANES,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,"-105,734600","25,336310",2021,"173,865",Alta,345,Buena para riego,"220,8","250,2",Excelente para riego,Potable - Dulce,"0,6762",Media,"83,7816",Potable - Moderadamente suave,41,Buena calidad,"1,376873",Potable - Excelente,"0,0126",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,002",Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR690,POZO YERBANIS,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,"-103,880030","24,678480",2021,"252,255",Alta,587,Buena para riego,"375,68","415,6",Excelente para riego,Potable - Dulce,"1,6282",Alta,"173,7738",Potable - Dura,<1.1,Potable - Excelente,"2,406136",Potable - Excelente,"0,3131",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR694,POZO 2 PEDRICEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,"-103,792790","25,124430",2021,"270,345",Alta,2086,Dudosa para riego,"1335,04","1503,8",Cultivos con manejo especial,Ligeramente salobres,"1,2615",Potable - Optima,"693,0978",Muy dura e indeseable usos industrial y domestico,432,Aceptable,"22,640193",No apta como FAAP,"0,0429",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0028",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"CONDUC,DT,AS,NO3,",SI,NO,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI
DLDUR696,POZO 2 VELARDEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,"-103,728870","25,062150",2021,,,1313,Permisible para riego,"840,32","914,8",Cultivos sensibles,Potable - Dulce,,,,,,,"8,293216",Potable - Buena calidad,"0,1043",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0017",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR697,POZO VISTA HERMOSA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,"-103,720110","25,036840",2021,,,1628,Permisible para riego,"1041,92","1038,2",Cultivos con manejo especial,Ligeramente salobres,,,,,,,"12,977775",No apta como FAAP,"0,0715",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0037",Potable - Excelente,"0,0602",Potable - Excelente,Rojo,"AS,NO3,",ND,SI,SI,SI,ND,ND,ND,NO,NO,SI,SI,SI,SI,SI,SI
DLDUR698,POZO 2 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,"-103,689790","24,866970",2021,,,781,Permisible para riego,"499,84",474,Excelente para riego,Potable - Dulce,,,,,,,"0,71639",Potable - Excelente,"0,1098",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR699,POZO 4 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,"-103,693400","24,859570",2021,,,755,Permisible para riego,"483,2","463,8",Excelente para riego,Potable - Dulce,,,,,,,"0,72369",Potable - Excelente,"0,0941",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR700,POZO 1 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,"-103,696350","24,857900",2021,,,656,Buena para riego,"419,84","465,8",Excelente para riego,Potable - Dulce,,,,,,,"0,238452",Potable - Excelente,"0,1064",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR703M1,POZO HEBERTO CASTILLO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,"-105,422650","25,058180",2021,"219,42",Alta,462,Buena para riego,"295,68","293,2",Excelente para riego,Potable - Dulce,"1,5489",Alta,"39,896",Potable - Suave,<1.1,Potable - Excelente,"0,622077",Potable - Excelente,"0,0396",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0187",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR711,POZO LA PARRILLA,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,VICENTE GUERRERO-POANAS,POZO,"-104,084130","23,775160",2021,,,563,Buena para riego,"360,32","389,2",Excelente para riego,Potable - Dulce,,,,,,,"0,728172",Potable - Excelente,"0,0282",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0053",Potable - Excelente,"0,3071",Sin efectos en la salud - Puede dar color al agua,Rojo,"AS,FE,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,NO
DLDUR725,POZO LAZARO CARDENAS,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,"-104,532660","24,114610",2021,"161,12",Alta,488,Buena para riego,"312,32","313,4",Excelente para riego,Potable - Dulce,"14,1272",Alta,<20,Potable - Suave,52,Buena calidad,"0,101142",Potable - Excelente,"0,2094",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0184",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR728,POZO DIECISEIS DE SEPTIEMBRE,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,"-104,547450","24,052970",2021,"170,66",Alta,353,Buena para riego,"225,92","324,4",Excelente para riego,Potable - Dulce,,,"167,5632",Potable - Dura,355,Aceptable,"7,515576",Potable - Buena calidad,"0,0199",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0051",Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR729,POZO COL. 20 DE NOV.,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,"-104,588980","24,046550",2021,"187,62",Alta,422,Buena para riego,"270,08","378,2",Excelente para riego,Potable - Dulce,"5,2472",Alta,"169,558",Potable - Dura,10,Buena calidad,"2,414876",Potable - Excelente,"0,0672",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,002",Potable - Excelente,"0,0277",Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR731,POZO 7 GABINO SANTILLAN,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,"-104,586640","23,989350",2021,"181,26",Alta,432,Buena para riego,"276,48","327,8",Excelente para riego,Potable - Dulce,"2,2659",Alta,"173,5476",Potable - Dura,<1.1,Potable - Excelente,"0,933711",Potable - Excelente,"0,0176",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0035",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR735,POZO COL. EL CIPRES,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,"-104,644800","24,054430",2021,,,294,Buena para riego,"188,16",192,Excelente para riego,Potable - Dulce,,,,,,,"2,407937",Potable - Excelente,"0,0555",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0018",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR736,POZO TAPIAS,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,"-104,706480","23,996100",2021,,,253,Buena para riego,"161,92",174,Excelente para riego,Potable - Dulce,,,,,,,"2,976949",Potable - Excelente,"0,0179",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,1766",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR757,POZO J. GPE. AGUILERA,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,"-104,699680","24,442470",2021,"162,495",Alta,1072,Permisible para riego,"686,08",263,Cultivos sensibles,Potable - Dulce,"0,3568",Baja,"113,7036",Potable - Moderadamente suave,<1.1,Potable - Excelente,"0,692904",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR772,POZO MELCHOR OCAMPO,PACIFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,"-104,859490","24,937520",2021,"156,88",Alta,288,Buena para riego,"184,32","249,8",Excelente para riego,Potable - Dulce,"0,9849",Potable - Optima,"105,7244",Potable - Moderadamente suave,41,Buena calidad,"1,734333",Potable - Excelente,"0,0108",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR777,POZO FUENTE DEL LLANO,PACIFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,"-104,860080","24,849370",2021,"270,3",Alta,422,Buena para riego,"270,08","418,2",Excelente para riego,Potable - Dulce,"4,0183",Alta,"65,8284",Potable - Moderadamente suave,52,Buena calidad,"2,087005",Potable - Excelente,"0,0593",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0079",Potable - Excelente,"0,0797",Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR780M1,POZO CIÉNEGA ESCOBAR,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,MATALOTES-EL ORO,POZO,"-105,743620","25,611840",2021,"169,845",Alta,460,Buena para riego,"294,4",348,Excelente para riego,Potable - Dulce,"0,3681",Baja,"207,4592",Potable - Dura,<1.1,Potable - Excelente,"1,26288",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0031",Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR782,POZO MIGUEL NEGRETE,PACIFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,"-104,982880","25,009150",2021,"187,62",Alta,321,Buena para riego,"205,44","360,6",Excelente para riego,Potable - Dulce,"0,5954",Media,"185,5164",Potable - Dura,<1.1,Potable - Excelente,"11,123854",No apta como FAAP,"0,01",Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
DLDUR785,LAS MARGARITAS - DURANGO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,VALLE DE SANTIAGUILLO,POZO,"-105,194650","25,075730",2021,"173,84",Alta,308,Buena para riego,"197,12","214,4",Excelente para riego,Potable - Dulce,"0,3027",Baja,"103,7296",Potable - Moderadamente suave,<1.1,Potable - Excelente,"0,367597",Potable - Excelente,"0,0145",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0039",Potable - Excelente,"0,166",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR790,POZO GUADALUPE VICTORIA,PACIFICO NORTE,DURANGO,GUADALUPE VICTORIA,MADERO-VICTORIA,POZO,"-104,124540","24,455960",2021,,,565,Buena para riego,"361,6","546,8",Cultivos sensibles,Potable - Dulce,,,,,,,"3,548903",Potable - Excelente,"0,0269",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0028",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR791,POZO CIENEGUILLA,PACIFICO NORTE,DURANGO,POANAS,VICENTE GUERRERO-POANAS,POZO,"-104,046730","24,052530",2021,"187,935",Alta,427,Buena para riego,"273,28","315,2",Excelente para riego,Potable - Dulce,"1,2162",Potable - Optima,"139,636",Potable - Dura,<1.1,Potable - Excelente,"6,119014",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0027",Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR792,POZO VILLA UNION 3,PACIFICO NORTE,DURANGO,POANAS,VICENTE GUERRERO-POANAS,POZO,"-104,053280","23,987230",2021,"367,83",Alta,744,Buena para riego,"476,16","491,6",Excelente para riego,Potable - Dulce,"2,7977",Alta,"229,402",Potable - Dura,<1.1,Potable - Excelente,"2,561824",Potable - Excelente,"0,027",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0031",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR823,POZO VILLA UNION,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,LA ZARCA-REVOLUCION,POZO,"-104,702060","25,697550",2021,"299,98",Alta,585,Buena para riego,"374,4","397,2",Excelente para riego,Potable - Dulce,"0,8056",Potable - Optima,"283,2616",Potable - Dura,1956,Contaminada,"3,90608",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0016",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR824,POZO LA ESPERANZA,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,LA ZARCA-REVOLUCION,POZO,"-104,827820","25,863590",2021,"210,94",Alta,1372,Permisible para riego,"878,08","833,6",Cultivos sensibles,Potable - Dulce,"1,51",Alta,"185,5164",Potable - Dura,313,Aceptable,"0,802823",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0096",Potable - Excelente,"0,135",Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLDUR829,POZO LAS DROGAS,CUENCAS CENTRALES DEL NORTE,DURANGO,EL ORO,MATALOTES-EL ORO,POZO,"-105,363490","25,970000",2021,,,1916,Permisible para riego,"1226,24","1419,6",Cultivos con manejo especial,Ligeramente salobres,,,,,,,"0,718647",Potable - Excelente,"0,0719",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0037",Potable - Excelente,"0,0927",Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
DLDUR830,POZO PUERTO PINTO,CUENCAS CENTRALES DEL NORTE,DURANGO,EL ORO,MATALOTES-EL ORO,POZO,"-105,378750","25,966880",2021,,,1524,Permisible para riego,"975,36","887,6",Cultivos sensibles,Potable - Dulce,,,,,,,"0,848918",Potable - Excelente,"0,0351",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,00104",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
