CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
OCPNO4596,EL ROBLE,,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741
OCPNO4597,RIO ELOTA 1,RÍO ELOTA,,,PACÍFICO NORTE,SINALOA,ELOTA,RIO ELOTA,LÓTICO,RÍO,23.90708,-106.89177
OCPNO4598,LA CRUZ,RÍO ELOTA,,,PACÍFICO NORTE,SINALOA,ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,23.8989,-106.91743
OCPNO4599,EJIDO LA CRUZ,,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464
OCPNO4600,DESEMBOCADURA RIO ELOTA,RÍO ELOTA,,,PACÍFICO NORTE,SINALOA,ELOTA,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTERO,23.87909,-106.93054
OCPNO4601W1,SISTEMA LAGUNAR CEUTA 1,GRUPO DE CORRIENTES TEMPEHUAYA,,,PACÍFICO NORTE,SINALOA,ELOTA,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,23.9312,-106.97966
OCPNO4602W1,SISTEMA LAGUNAR CEUTA 2,GRUPO DE CORRIENTES TEMPEHUAYA,,,PACÍFICO NORTE,SINALOA,ELOTA,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,23.99353,-107.05099
OCPNO4603,BOCA-BC,GRUPO DE CORRIENTES TEMPEHUAYA,,,PACÍFICO NORTE,SINALOA,CULIACÁN,BAHIA DE CEUTA,COSTERO (HUMEDAL),BAHIA,24.10416,-107.19685
OCPNO4604,RIO PIAXTLA 1,RÍO PIAXTLA 2,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,23.72559,-106.78793
OCPNO4605,DIMAS,RÍO PIAXTLA 2,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,23.73387,-106.77763
OCPNO4606,EJIDO DIMAS,,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.73324,-106.76889
OCPNO4607,DESEMBOCADURA RIO PIAXTLA,RÍO PIAXTLA 2,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,23.70954,-106.80186
OCPNO4608,PIAXTLA DE ABAJO,,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.83393,-106.65798
OCPNO4609,RIO PIAXTLA CARRETERA INTERNACIONAL,RÍO PIAXTLA 2,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RIO PIAXTLA,LÓTICO,RÍO,23.88507,-106.62
OCPNO4610,RIO PIAXTLA 3,RÍO PIAXTLA 2,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RIO PIAXTLA,LÓTICO,RÍO,23.94011,-106.53532
OCPNO4611,RIO PIAXTLA 2,RÍO PIAXTLA 2,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,23.9341,-106.4362
OCPNO4612,SAN IGNACIO,,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.94078,-106.41753
OCPNO4613,RIO PIAXTLA 4,RÍO PIAXTLA 2,,,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,23.94448,-106.4137
OCPNO4614,PRESA PICACHOS,RÍO PRESIDIO 1,,,PACÍFICO NORTE,SINALOA,CONCORDIA,PRESA,LÉNTICO (HUMEDAL),PRESA,23.5165,-106.1955
OCPNO4615,RIO PRESIDIO 5,RÍO PRESIDIO 1,,,PACÍFICO NORTE,SINALOA,CONCORDIA,RIO PRESIDIO,LÓTICO (HUMEDAL),RÍO,23.47734,-106.20435
OCPNO4616,RIO PRESIDIO 4,RÍO PRESIDIO 1,,,PACÍFICO NORTE,SINALOA,CONCORDIA,RIO PRESIDIO,LÓTICO,RÍO,23.40973,-106.2065
OCPNO4617,RIO PRESIDIO 3,RÍO PRESIDIO 2,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,RIO PRESIDIO,LÓTICO (HUMEDAL),RÍO,23.34692,-106.24526
OCPNO4618,POZO CNA 82,,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.32884,-106.23798
OCPNO4619,WALAMO (CNA-013),,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055
OCPNO4620,RIO PRESIDIO 2,RÍO PRESIDIO 2,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,RIO PRESIDIO,LÓTICO,RÍO,23.25677,-106.23394
OCPNO4621,POZO VILLA UNIÓN,,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059
OCPNO4622,RIO PRESIDIO 1,RÍO PRESIDIO 2,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,RIO PRESIDIO,LÓTICO,RÍO,23.18233,-106.23032
OCPNO4623,PUENTE VILLA UNION,RÍO PRESIDIO 2,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,RIO PRESIDIO,LÓTICO,RÍO,23.19095,-106.22384
OCPNO4624,EL WALAMO,RÍO PRESIDIO 2,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,RIO PRESIDIO,LÓTICO (HUMEDAL),RÍO,23.14056,-106.25272
OCPNO4625,POZO CNA 03,,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.12525,-106.2584
OCPNO4626,LAGUNA HUIZACHE-CAIMANERO 3,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,LAGUNA HUIZACHE-CAIMANERO,COSTERO (HUMEDAL),LAGUNA,23.08092,-106.27328
OCPNO4627,DESEMBOCADURA RIO PRESIDIO,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTERO,23.09396,-106.29271
OCPNO4628W1,LAGUNA HUIZACHE 5,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,LAGUNA HUIZACHE,LÉNTICO - COSTERO,LAGUNA,23.08386,-106.22345
OCPNO4629W1,LAGUNA HUIZACHE 6,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,ROSARIO,LAGUNA HUIZACHE,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,23.07756,-106.22041
OCPNO4630,LAGUNA HUIZACHE-CAIMANERO 2,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,ROSARIO,LAGUNA HUIZACHE-CAIMANERO,COSTERO (HUMEDAL),LAGUNA,23.06021,-106.22343
OCPNO4631W1,LAGUNA HUIZACHE 4,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,ROSARIO,LAGUNA HUIZACHE,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,23.00431,-106.13561
OCPNO4632,LAGUNA HUIZACHE 3,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,ROSARIO,LAGUNA HUIZACHE,COSTERO (HUMEDAL),LAGUNA,22.99297,-106.08501
OCPNO4633,LAGUNA HUIZACHE 2,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,ROSARIO,LAGUNA HUIZACHE,COSTERO (HUMEDAL),LAGUNA,22.98663,-106.05202
OCPNO4634,LAGUNA HUIZACHE 1,GRUPO DE CORRIENTES HUIZACHE,,,PACÍFICO NORTE,SINALOA,ROSARIO,LAGUNA HUIZACHE,COSTERO (HUMEDAL),LAGUNA,22.90899,-106.07588
OCPNO4634M1,LAGUNA HUIZACHE 1,Grupo de Corrientes Huizache,,,PACÍFICO NORTE,SINALOA,ROSARIO,LAGUNA HUIZACHE,COSTERO (HUMEDAL),LAGUNA,22.90504,-106.07928
OCPNO4635,BOCA SISTEMA LAGUNAR HUIZACHE-CAIMANERO,RÍO BALUARTE 2,,,PACÍFICO NORTE,SINALOA,ROSARIO,SISTEMA LAGUNAR HUIZACHE - CAIMANERO,COSTERO (HUMEDAL),LAGUNA,22.88119,-106.06549
OCPNO4636,LAGUNA HUIZACHE-CAIMANERO 1,RÍO BALUARTE 2,,,PACÍFICO NORTE,SINALOA,ROSARIO,LAGUNA HUIZACHE-CAIMANERO,COSTERO (HUMEDAL),LAGUNA,22.8546,-106.02782
OCPNO4637,RIO BALUARTE 1,RÍO BALUARTE 2,,,PACÍFICO NORTE,SINALOA,ROSARIO,RIO BALUARTE,LÓTICO - COSTERO,ESTUARIO,22.83919,-106.03631
OCPNO4637M1,RIO BALUARTE 1,RÍO BALUARTE 2,,,PACÍFICO NORTE,SINALOA,ROSARIO,RIO BALUARTE,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,22.84368,-106.00972
OCPNO4638,DESEMBOCADURA RIO BALUARTE,RÍO BALUARTE 2,,,PACÍFICO NORTE,SINALOA,ROSARIO,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,22.83593,-106.03548
OCPNO4639W1,MARISMAS NACIONALES 12,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ROSARIO,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),MARISMA,22.82893,-105.9792
OCPNO4640,CHAMETLA,RÍO BALUARTE 2,,,PACÍFICO NORTE,SINALOA,ROSARIO,RIO BALUARTE,LÓTICO (HUMEDAL),RÍO,22.88024,-105.96335
OCPNO4641,MARISMAS NACIONALES 11,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,22.81926,-105.89326
OCPNO4642,MARISMAS NACIONALES 10,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,22.78511,-105.83021
OCPNO4643,MARISMAS NACIONALES 9,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,22.75372,-105.76131
OCPNO4644,LAGUNA AGUA GRANDE 8,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,22.73527,-105.70441
OCPNO4645,LAGUNA AGUA GRANDE 6,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,22.72438,-105.70355
OCPNO4646,LAGUNA AGUA GRANDE 3,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,22.71033,-105.73499
OCPNO4647,MARISMAS NACIONALES 8,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,22.68575,-105.74268
OCPNO4648,LAGUNA AGUA GRANDE 1,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,22.6605,-105.7132
OCPNO4649,LAGUNA AGUA GRANDE 7,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,22.70278,-105.70295
OCPNO4650,MARISMAS NACIONALES 7,GRUPO DE CORRIENTES MARISMAS NACIONALES,,,PACÍFICO NORTE,SINALOA,ESCUINAPA,CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MARISMA,22.582472,-105.683928
OCPNO4651,AGUAS DEBAJO DE LA DESCARGA DE LA CD. EL ROSARIO,RÍO BALUARTE 2,,,PACÍFICO NORTE,SINALOA,ROSARIO,RIO BALUARTE,LÓTICO (HUMEDAL),RÍO,22.97227,-105.86382
OCPNO4652,BALUARTE (PUENTE EL ROSARIO),RÍO BALUARTE 2,,,PACÍFICO NORTE,SINALOA,ROSARIO,RIO BALUARTE,LÓTICO (HUMEDAL),RÍO,22.99768,-105.84722
OCPNO4653,RIO BALUARTE 4,RÍO BALUARTE 1,,,PACÍFICO NORTE,SINALOA,ROSARIO,RIO BALUARTE,LÓTICO,RÍO,23.06213,-105.84316
OCPNO4654,RIO BALUARTE 5,RÍO BALUARTE 1,,,PACÍFICO NORTE,SINALOA,ROSARIO,RIO BALUARTE,LÓTICO,RÍO,23.12754,-105.87434
OCPNO4655,MAZATLAN1,GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,OCEANO PACIFICO (ESTERO LAS SIRENAS),COSTERO (HUMEDAL),OCÉANO-MAR,23.17577,-106.34296
OCPNO4656,MAZATLAN2,GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,23.20437,-106.37366
OCPNO4657,ENTRADA ESTERO LA SIRENA,GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,OCEANO PACIFICO (ESTERO LAS SIRENAS),COSTERO (HUMEDAL),ESTERO,23.21239,-106.3815
OCPNO4658,"MAZ INDUSTRIAL, S.A. DE C.V. (FRENTE A LA DESCARGA)",GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,ESTERO DE URIAS,COSTERO,DESCARGA,23.21271,-106.37751
OCPNO4659,"MAZ INDUSTRIAL, S.A. DE C.V. (AGUAS ABAJO)",GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,OCEANO PACIFICO (ESTERO LAS SIRENAS),COSTERO (HUMEDAL),DESCARGA,23.21181,-106.37619
OCPNO4660,"MAZ INDUSTRIAL, S.A. DE C.V. (FRENTE AL MUELLE)",GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,OCEANO PACIFICO (ESTERO LAS SIRENAS),COSTERO (HUMEDAL),DESCARGA,23.21281,-106.37955
OCPNO4661,ESTERO DE URIAS-PARQUE BONFIL,GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,ESTERO URIAS/B. MAZATLAN,COSTERO (HUMEDAL),ESTERO,23.21197,-106.39478
OCPNO4662,ESTERO EL INFIERNILLO-PUENTE JUAREZ,GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,ESTERO EL INFIERNILLO/B. MAZATLAN,COSTERO,ESTERO,23.21257,-106.40622
OCPNO4663,PUERTO DE MAZATLAN DOS,GRUPO DE CORRIENTES MAZATLAN,,,PACÍFICO NORTE,SINALOA,MAZATLÁN,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,23.1999,-106.40986
